Combination	AUC
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.862548472
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.862524897
GWAS&H3K4me1&H3K4me2&epidermal&placode&neural_crest	0.862356201
GWAS&H3K27ac&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&placode	0.86218937
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&placode&neural_crest	0.862144159
GWAS&H3K27ac&H3K27me3&non_neuroectoderm&placode	0.861317026
GWAS&H3K4me1&H3K4me3&non_neuroectoderm&placode	0.861303808
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3	0.861204044
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal	0.861159433
GWAS&H3K27ac&H3K27me3&H3K36me3&non_neuroectoderm&placode	0.861134845
GWAS&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&placode	0.86088856
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&epidermal&placode	0.860831082
GWAS&H3K4me1&non_neuroectoderm&epidermal&placode	0.860524065
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.859988404
GWAS&H3K27ac&H3K27me3&H3K4me1&non_neuroectoderm&epidermal&placode	0.859913465
GWAS&H3K36me3&non_neuroectoderm&epidermal	0.859689375
GWAS&H3K27me3&H3K36me3&non_neuroectoderm&epidermal	0.859618228
GWAS&H3K4me2&non_neuroectoderm&placode	0.859197076
GWAS&H3K27ac&non_neuroectoderm&placode&neural_crest	0.85908171
GWAS&H3K27ac&H3K4me3&H3K36me3&neural_crest	0.858807462
GWAS&H3K27ac&H3K4me1&placode	0.85863537
GWAS&H3K27ac&H3K4me1&non_neuroectoderm&neural_crest	0.858363318
GWAS&H3K4me1&H3K4me2&non_neuroectoderm&placode	0.857973338
GWAS&H3K27ac&non_neuroectoderm&epidermal&placode	0.857667771
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&placode	0.857523706
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&epidermal&neural_crest	0.857146531
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3&placode	0.857066111
GWAS&H3K27ac&H3K4me1&non_neuroectoderm&placode	0.856956007
GWAS&H3K27ac&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&placode&neural_crest	0.85694586
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&placode	0.856922976
GWAS&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm	0.856788089
GWAS&H3K27ac&H3K4me3&neural_crest	0.856535135
GWAS&H3K4me1&H3K4me3	0.856445453
GWAS&H3K27ac&H3K27me3&H3K36me3&non_neuroectoderm&epidermal	0.856430961
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&epidermal	0.856185878
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&placode&neural_crest	0.855446769
GWAS&H3K27ac&H3K27me3&H3K4me1&non_neuroectoderm	0.854686891
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&placode	0.854046253
GWAS&H3K27ac&H3K27me3&non_neuroectoderm&placode&neural_crest	0.853693639
GWAS&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&epidermal	0.853207655
GWAS&H3K27ac&H3K27me3&H3K4me1&non_neuroectoderm&epidermal	0.853176561
GWAS&H3K4me1&epidermal&neural_crest	0.853047261
GWAS&H3K27ac&H3K4me3&H3K36me3	0.852390286
GWAS&neural_crest	0.852348384
GWAS&H3K4me1&H3K4me2&epidermal&neural_crest	0.852208828
GWAS&H3K27ac&H3K4me1&H3K36me3&non_neuroectoderm&placode	0.851624136
GWAS&H3K4me2&H3K36me3&non_neuroectoderm&placode	0.851419392
GWAS&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode	0.851272145
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&placode&neural_crest	0.85098515
GWAS&H3K4me1&non_neuroectoderm&neural_crest	0.850808453
GWAS&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.850307337
GWAS&H3K27ac&H3K4me1&non_neuroectoderm&epidermal&neural_crest	0.850299033
GWAS&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.850029229
GWAS&H3K4me1&H3K36me3&placode	0.84986763
GWAS&H3K4me1&placode	0.848761321
GWAS&epidermal&placode	0.845628854
GWAS&H3K4me1&H3K4me2&non_neuroectoderm	0.844624938
GWAS&H3K4me1&epidermal&placode	0.84441505
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.844242847
GWAS&H3K27ac&H3K27me3&H3K4me1&non_neuroectoderm&epidermal&neural_crest	0.842195708
GWAS&non_neuroectoderm&epidermal&placode	0.841192443
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.839536589
GWAS&H3K27ac&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.839530637
GWAS&H3K27ac&H3K4me1&epidermal&placode	0.839134968
GWAS&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&placode	0.839011893
GWAS&H3K27ac&H3K27me3&H3K4me1&non_neuroectoderm&epidermal&placode&neural_crest	0.83892194
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&placode	0.836602048
GWAS&H3K4me1&H3K36me3&non_neuroectoderm&placode	0.83215247
GWAS&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&placode	0.830946835
GWAS&H3K4me2&H3K36me3&non_neuroectoderm	0.830795564
GWAS&H3K27ac&H3K4me1&epidermal&neural_crest	0.8284996
GWAS&H3K27ac&epidermal&placode	0.826709601
GWAS&H3K4me1&non_neuroectoderm&placode	0.825267143
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&placode	0.824672529
GWAS&H3K27ac&H3K27me3&H3K4me1&non_neuroectoderm&placode	0.817106652
